BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200706,2,1810,200706,2,1810,7777,44796,MASSACHUSETTS,25,2007,June,Thunderstorm Wind,C,9,ESSEX,BOX,02-Jun-07 18:10:00,EST-5,02-Jun-07 18:10:00,0,0,0,0,0.00K,0.00K,Amateur Radio,70,EG,,,,,,,,,,0,N,GEORGETOWN,0,N,GEORGETOWN,42.73,-70.98,42.73,-70.98,An approaching cold front was the trigger for thunderstorms on the 2nd of June. The airmass was unstable out ahead of the front. The atmopheric column contained a moderate amount of wind shear which acted to organize the thunderstorms and enhance their severity.,Microburst occurred in Georgetown at approximately 7:10 pm EDT in Georgetown. Numerous trees and wires were downed. Winds estimated near 80 mph just southeast of the Crane Pond Wildlife Management Area.,CSV
200708,9,1350,200708,9,1350,9855,55087,OHIO,39,2007,August,Hail,C,63,HANCOCK,CLE,09-Aug-07 13:50:00,EST-5,09-Aug-07 13:50:00,0,0,0,0,0.00K,0.00K,Law Enforcement,0.75,,,,,,,,,,,1,S,BENTON RIDGE,1,S,BENTON RIDGE,40.9855,-83.8,40.9855,-83.8,"A frontal boundary was oriented west to east across central Ohio. The surface frontal boundary, in combination with upper level atmospheric support, allowed for severe thunderstorms to develop across the region. Many of the thunderstorms that day were severe, and even a few tornadoes developed across northern Ohio.",Penny size hail was observed just south of Benton Ridge.,CSV
200708,9,313,200708,9,313,9855,55088,OHIO,39,2007,August,Thunderstorm Wind,C,103,MEDINA,CLE,09-Aug-07 3:13:00,EST-5,09-Aug-07 3:13:00,0,0,0,0,5.00K,0.00K,Post Office,50,EG,,,,,,,,,,0,N,LODI,0,N,LODI,41.03,-82.02,41.03,-82.02,"A frontal boundary was oriented west to east across central Ohio. The surface frontal boundary, in combination with upper level atmospheric support, allowed for severe thunderstorms to develop across the region. Many of the thunderstorms that day were severe, and even a few tornadoes developed across northern Ohio.",Trees and large limbs were reported down.,CSV
200708,3,1400,200708,3,1400,7167,41161,VERMONT,50,2007,August,Hail,C,19,ORLEANS,BTV,03-Aug-07 14:00:00,EST-5,03-Aug-07 14:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1,,,,,,,,,,,0,N,NORTH TROY,0,N,NORTH TROY,45,-72.4,45,-72.4,"A cold front and mid-level disturbance moved into a hot and unstable airmass, with temperatures in the 90s and dewpoints in the mid to upper 60s, across Vermont during the afternoon of the 3rd. This resulted in scattered thunderstorms, some of which produced large hail. Large hail reports included; Golf ball size (1.75 inches diameter) in Richford, Half-dollar size (1.25 inches diameter) in Richford (Franklin county), Quarter size (1.00 inch diameter) in Highgate Springs (Franklin county)...North Troy and Orleans (Orleans county), with Nickel size in North Troy and Orleans.",Quarter size hail reported by spotter.,CSV
200708,3,1430,200708,3,1430,7167,41162,VERMONT,50,2007,August,Hail,C,11,FRANKLIN,BTV,03-Aug-07 14:30:00,EST-5,03-Aug-07 14:30:00,0,0,0,0,0.00K,0.00K,Public,1,,,,,,,,,,,0,N,HIGHGATE SPGS,0,N,HIGHGATE SPGS,44.97,-73.1,44.97,-73.1,"A cold front and mid-level disturbance moved into a hot and unstable airmass, with temperatures in the 90s and dewpoints in the mid to upper 60s, across Vermont during the afternoon of the 3rd. This resulted in scattered thunderstorms, some of which produced large hail. Large hail reports included; Golf ball size (1.75 inches diameter) in Richford, Half-dollar size (1.25 inches diameter) in Richford (Franklin county), Quarter size (1.00 inch diameter) in Highgate Springs (Franklin county)...North Troy and Orleans (Orleans county), with Nickel size in North Troy and Orleans.",Quarter size hail reported at general store in Highgate Springs.,CSV
200708,30,1400,200708,30,1400,9513,53490,NEW YORK,36,2007,August,Hail,C,31,ESSEX,BTV,30-Aug-07 14:00:00,EST-5,30-Aug-07 14:00:00,0,0,0,0,20.00K,0.00K,Public,2.75,,,,,,,,,,,0,N,PARADOX,0,N,PARADOX,43.9,-73.63,43.9,-73.63,A cold front moved through a warm and unstable airmass across Essex county New York during the afternoon of the 30th. Scattered thunderstorms developed across the region with some storms that produced large hail as well as damaging winds. Baseball sized hail was reported in Paradox as well as damaging winds that knocked down several trees. Golf ball sized hail was reported in Moriah with quarter size hail reported in Port Henry.,Baseball sized hail was reported in the town of Paradox as well as several downed trees.,CSV
200708,24,1830,200708,24,1830,8266,47495,INDIANA,18,2007,August,Thunderstorm Wind,C,21,CLAY,IND,24-Aug-07 18:30:00,EST-5,24-Aug-07 18:30:00,0,0,0,0,,,Law Enforcement,50,EG,,,,,,,,,,0,NW,STAUNTON,0,NW,STAUNTON,39.48,-87.18,39.48,-87.18,"Severe storms containing damaging thunderstorm winds and heavy rain moved through central Indiana on the evening of August 24, 2007.  In addition, lightning struck Noblesville High School.",Trees were reported down in Staunton due to damaging thunderstorm winds.,CSV
200706,5,1505,200706,5,1505,7782,44850,CONNECTICUT,9,2007,June,Hail,C,3,HARTFORD,BOX,05-Jun-07 15:05:00,EST-5,05-Jun-07 15:05:00,0,0,0,0,0.00K,0.00K,Amateur Radio,0.75,,,,,,,,,,,0,N,WINDSOR,0,N,WINDSOR,41.85,-72.65,41.85,-72.65,A cold front moving into Southern New England was accompanied by an unstable airmass with relatively cold temperatures aloft for June. This allowed for several hail-producing thunderstorms.,Penny size hail.,CSV
200706,11,1720,200706,11,1720,7783,44851,MASSACHUSETTS,25,2007,June,Hail,C,11,FRANKLIN,BOX,11-Jun-07 17:20:00,EST-5,11-Jun-07 17:20:00,0,0,0,0,0.00K,0.00K,Law Enforcement,0.75,,,,,,,,,,,0,N,NEW SALEM,0,N,NEW SALEM,42.5,-72.33,42.5,-72.33,A slow-moving upper level low pressure system located just to the North of New England aided in the development of strong to locally severe thunderstorms on the 11th. The main result was wind damage.,Penny size hail.,CSV
200706,11,1754,200706,11,1754,7783,44852,MASSACHUSETTS,25,2007,June,Hail,C,27,WORCESTER,BOX,11-Jun-07 17:54:00,EST-5,11-Jun-07 17:54:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,0,N,BARRE,0,N,BARRE,42.42,-72.1,42.42,-72.1,A slow-moving upper level low pressure system located just to the North of New England aided in the development of strong to locally severe thunderstorms on the 11th. The main result was wind damage.,Penny size hail.,CSV
200706,11,1811,200706,11,1811,7783,44853,MASSACHUSETTS,25,2007,June,Thunderstorm Wind,C,15,HAMPSHIRE,BOX,11-Jun-07 18:11:00,EST-5,11-Jun-07 18:11:00,0,0,0,0,0.00K,0.00K,Amateur Radio,50,EG,,,,,,,,,,0,N,BELCHERTOWN,0,N,BELCHERTOWN,42.28,-72.4,42.28,-72.4,A slow-moving upper level low pressure system located just to the North of New England aided in the development of strong to locally severe thunderstorms on the 11th. The main result was wind damage.,Trees downed - one of which took down a telephone pole.,CSV
200706,11,1820,200706,11,1820,7783,44854,MASSACHUSETTS,25,2007,June,Thunderstorm Wind,C,13,HAMPDEN,BOX,11-Jun-07 18:20:00,EST-5,11-Jun-07 18:20:00,0,0,0,0,0.00K,0.00K,Amateur Radio,50,EG,,,,,,,,,,0,N,LUDLOW,0,N,LUDLOW,42.17,-72.48,42.17,-72.48,A slow-moving upper level low pressure system located just to the North of New England aided in the development of strong to locally severe thunderstorms on the 11th. The main result was wind damage.,Trees and wires down.,CSV
200706,11,1900,200706,11,1910,7784,44856,CONNECTICUT,9,2007,June,Thunderstorm Wind,C,3,HARTFORD,BOX,11-Jun-07 19:00:00,EST-5,11-Jun-07 19:10:00,0,0,0,0,0.00K,0.00K,Amateur Radio,50,EG,,,,,,,,,,5,E,WINDSOR LOCKS,0,N,MANCHESTER,41.93,-72.5328,41.78,-72.52,A slow-moving upper level low pressure system located just to the North of New England aided in the development of strong to locally severe thunderstorms on the 11th. The main result was wind damage.,Numerous trees downed in Manchester and Broad Brook. One tree crushed a car in Broad Brook.,CSV
200706,11,1920,200706,11,1920,7785,44858,NEW HAMPSHIRE,33,2007,June,Hail,C,11,HILLSBOROUGH,BOX,11-Jun-07 19:20:00,EST-5,11-Jun-07 19:20:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,0,N,NEW IPSWICH,0,N,NEW IPSWICH,42.75,-71.85,42.75,-71.85,A slow-moving upper level low pressure system located just to the North of New England aided in the development of strong to locally severe thunderstorms on the 11th. The main result was hail.,Penny size hail.,CSV
200708,30,1400,200708,30,1400,9513,53493,NEW YORK,36,2007,August,Thunderstorm Wind,C,31,ESSEX,BTV,30-Aug-07 14:00:00,EST-5,30-Aug-07 14:00:00,0,0,0,0,5.00K,0.00K,Public,50,EG,,,,,,,,,,0,N,PARADOX,0,N,PARADOX,43.9,-73.63,43.9,-73.63,A cold front moved through a warm and unstable airmass across Essex county New York during the afternoon of the 30th. Scattered thunderstorms developed across the region with some storms that produced large hail as well as damaging winds. Baseball sized hail was reported in Paradox as well as damaging winds that knocked down several trees. Golf ball sized hail was reported in Moriah with quarter size hail reported in Port Henry.,Several trees reported blown down by thunderstorm winds.,CSV
200708,30,1400,200708,30,1400,9514,53494,VERMONT,50,2007,August,Hail,C,17,ORANGE,BTV,30-Aug-07 14:00:00,EST-5,30-Aug-07 14:00:00,0,0,0,0,0.00K,0.00K,Public,0.88,,,,,,,,,,,0,W,WELLS RIVER,0,W,WELLS RIVER,44.15,-72.05,44.15,-72.05,A cold front moved through a warm and unstable airmass across southern and eastern Vermont during the afternoon of the 30th. A few widely scattered thunderstorms moved across the region with some isolated reports of large hail. Nickel size hail was reported in Wells River (Orange county) with quarter size hail reported in Benson (Rutland county).,Nickel size hail reported.,CSV
200708,30,1415,200708,30,1415,9514,53495,VERMONT,50,2007,August,Hail,C,21,RUTLAND,BTV,30-Aug-07 14:15:00,EST-5,30-Aug-07 14:15:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1,,,,,,,,,,,0,SE,BENSON,0,SE,BENSON,43.72,-73.32,43.72,-73.32,A cold front moved through a warm and unstable airmass across southern and eastern Vermont during the afternoon of the 30th. A few widely scattered thunderstorms moved across the region with some isolated reports of large hail. Nickel size hail was reported in Wells River (Orange county) with quarter size hail reported in Benson (Rutland county).,Quarter size hail reported.,CSV
200702,22,750,200702,22,750,3083,16477,MICHIGAN,26,2007,February,High Wind,Z,13,DELTA,MQT,22-Feb-07 7:50:00,EST-5,22-Feb-07 7:50:00,0,0,0,0,0.00K,0.00K,Trained Spotter,59,MG,,,,,,,,,,,,,,,,,,,,A strong cold front produced a wind gust to 68 mph at Bark River in the early morning hours of the 22nd.,A wind gust to 68 mph reported by an observer at Bark River.,CSV
200707,5,1222,200707,5,1222,8687,49730,MICHIGAN,26,2007,July,Hail,C,109,MENOMINEE,MQT,05-Jul-07 12:22:00,CST-6,05-Jul-07 12:22:00,0,0,0,0,0.00K,0.00K,Public,0.75,,,,,,,,,,,0,N,MENOMINEE,0,N,MENOMINEE,45.12,-87.62,45.12,-87.62,Severe thunderstorms produced large hail over portions of Menominee and Delta counties on the afternoon of the 5th.,,CSV
200707,5,1410,200707,5,1410,8687,49731,MICHIGAN,26,2007,July,Hail,C,41,DELTA,MQT,05-Jul-07 14:10:00,EST-5,05-Jul-07 14:10:00,0,0,0,0,0.00K,0.00K,Public,0.75,,,,,,,,,,,0,N,FORD RIVER,0,N,FORD RIVER,45.68,-87.15,45.68,-87.15,Severe thunderstorms produced large hail over portions of Menominee and Delta counties on the afternoon of the 5th.,,CSV
200707,8,330,200707,8,333,8688,49733,MICHIGAN,26,2007,July,Hail,C,61,HOUGHTON,MQT,08-Jul-07 3:30:00,EST-5,08-Jul-07 3:33:00,0,0,0,0,10.00K,0.00K,Public,1.75,,,,,,,,,,,0,N,TWIN LAKES,0,N,TWIN LAKES,46.9,-88.83,46.9,-88.83,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,Trees stripped of leaves with some vehicle damage.,CSV
200707,8,359,200707,8,359,8688,49734,MICHIGAN,26,2007,July,Hail,C,61,HOUGHTON,MQT,08-Jul-07 3:59:00,EST-5,08-Jul-07 3:59:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,0,N,ALSTON,0,N,ALSTON,46.77,-88.73,46.77,-88.73,Severe thunderstorms pounded west and central Upper Michigan with large hail and damaging wind on the morning of the 8th.,,CSV
200706,28,1640,200706,28,1640,7796,44894,MASSACHUSETTS,25,2007,June,Thunderstorm Wind,C,5,BRISTOL,BOX,28-Jun-07 16:40:00,EST-5,28-Jun-07 16:40:00,0,0,0,0,0.00K,0.00K,NWS Employee,60,EG,,,,,,,,,,0,N,ATTLEBORO,0,N,ATTLEBORO,41.93,-71.28,41.93,-71.28,Very hot and humid conditions prevailed across Southern New England on the 28th of June. This in combination with an approaching cold front aided in the development of thunderstorms during the late afternoon and early evening hours. Several of the storms became severe due to the rather strong instability in place.,Microburst occurred on the Stone-E-Lea Golf Course in Attleboro. Approximately 50 trees were downed on the course.,CSV
200706,28,1640,200706,28,1646,7796,44895,MASSACHUSETTS,25,2007,June,Thunderstorm Wind,C,5,BRISTOL,BOX,28-Jun-07 16:40:00,EST-5,28-Jun-07 16:46:00,0,0,0,0,0.00K,0.00K,Trained Spotter,62,MG,,,,,,,,,,0,N,REHOBOTH,0,N,SEEKONK,41.83,-71.27,41.82,-71.33,Very hot and humid conditions prevailed across Southern New England on the 28th of June. This in combination with an approaching cold front aided in the development of thunderstorms during the late afternoon and early evening hours. Several of the storms became severe due to the rather strong instability in place.,Trees and wires downed in Rehoboth and Seekonk.,CSV
200706,28,1700,200706,28,1705,7796,44897,MASSACHUSETTS,25,2007,June,Thunderstorm Wind,C,21,NORFOLK,BOX,28-Jun-07 17:00:00,EST-5,28-Jun-07 17:05:00,0,0,0,0,0.00K,0.00K,Amateur Radio,50,EG,,,,,,,,,,0,N,WEYMOUTH,0,N,MILTON,42.22,-70.95,42.25,-71.08,Very hot and humid conditions prevailed across Southern New England on the 28th of June. This in combination with an approaching cold front aided in the development of thunderstorms during the late afternoon and early evening hours. Several of the storms became severe due to the rather strong instability in place.,Trees and wires down in both Milton and Weymouth.,CSV
200706,28,1614,200706,28,1625,7797,44899,RHODE ISLAND,44,2007,June,Hail,C,7,PROVIDENCE,BOX,28-Jun-07 16:14:00,EST-5,28-Jun-07 16:25:00,0,0,0,0,0.00K,0.00K,Amateur Radio,1,,,,,,,,,,,0,N,WOONSOCKET,0,N,SMITHFIELD,42,-71.5,41.9,-71.53,Very hot and humid conditions prevailed across Southern New England on the 28th of June. This in combination with an approaching cold front aided in the development of thunderstorms during the late afternoon and early evening hours. Many of the storms produced wind damage and hail across Rhode Island.,"A large and powerful thunderstorm produced nickel to quarter size hail across a large area of Northern Rhode Island, including the cities of Woonsocket, Lincoln, and Smithfield.",CSV